,index,rating,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count
272,272,3.75,716.0,284.0,260.0,118.0,208.0
273,273,4.0,3.0,0.0,0.0,0.0,1.0
274,274,4.24,79.0,25.0,14.0,6.0,7.0
275,275,3.54,19.0,8.0,17.0,3.0,7.0
276,276,3.66,20.0,14.0,10.0,7.0,5.0
277,277,3.69,985.0,356.0,320.0,156.0,343.0
278,278,3.53,355.0,168.0,112.0,70.0,171.0
279,279,3.65,1056.0,419.0,375.0,190.0,382.0
280,280,4.07,440.0,187.0,114.0,44.0,59.0
281,281,4.07,441.0,165.0,112.0,43.0,63.0
282,282,3.92,306.0,112.0,88.0,41.0,62.0
283,283,4.02,536.0,212.0,180.0,63.0,70.0
284,284,4.06,65.0,16.0,15.0,8.0,9.0
285,285,3.73,9.0,5.0,4.0,1.0,3.0
286,286,3.65,180.0,74.0,65.0,36.0,63.0
287,287,2.0,0.0,0.0,0.0,1.0,0.0
288,288,4.04,770.0,391.0,248.0,77.0,103.0
289,289,4.29,36.0,13.0,3.0,2.0,4.0
290,290,3.88,5.0,1.0,0.0,0.0,2.0
291,291,3.74,870.0,366.0,287.0,159.0,256.0
292,292,4.1,819.0,323.0,188.0,71.0,113.0
293,293,3.5,1.0,1.0,1.0,1.0,0.0
294,294,3.97,287.0,90.0,69.0,41.0,51.0
295,295,3.84,146.0,53.0,51.0,32.0,27.0
296,296,4.0,3.0,0.0,0.0,0.0,1.0
297,297,4.12,1573.0,546.0,374.0,147.0,186.0
298,298,4.16,385.0,119.0,84.0,28.0,47.0
299,299,3.09,5.0,5.0,4.0,3.0,5.0
300,300,3.85,1158.0,545.0,370.0,181.0,265.0
301,301,3.16,186.0,104.0,97.0,52.0,163.0
302,302,3.07,17.0,6.0,11.0,6.0,15.0
303,303,3.63,61.0,32.0,15.0,14.0,24.0
304,304,3.6,64.0,22.0,19.0,7.0,29.0
305,305,5.0,2.0,0.0,0.0,0.0,0.0
306,306,3.71,4.0,0.0,1.0,1.0,1.0
307,307,3.94,2089.0,901.0,650.0,287.0,377.0
308,308,3.32,351.0,192.0,184.0,110.0,224.0
309,309,5.0,,,,,
310,310,3.44,20.0,17.0,19.0,4.0,11.0
311,311,3.88,5.0,1.0,0.0,0.0,2.0
312,312,5.0,13.0,0.0,0.0,0.0,0.0
313,313,3.57,10.0,2.0,5.0,3.0,3.0
314,314,3.67,4.0,3.0,3.0,1.0,1.0
315,315,3.63,80.0,33.0,31.0,11.0,32.0
316,316,3.5,3.0,0.0,1.0,1.0,1.0
317,317,3.34,305.0,161.0,140.0,97.0,184.0
318,318,2.71,6.0,2.0,5.0,1.0,10.0
319,319,3.0,3.0,1.0,3.0,1.0,3.0
320,320,4.39,77.0,14.0,10.0,6.0,4.0
321,321,3.53,130.0,61.0,48.0,24.0,62.0
322,322,4.25,8.0,2.0,0.0,1.0,1.0
323,323,3.86,14.0,4.0,5.0,2.0,3.0
324,324,3.58,210.0,144.0,117.0,56.0,78.0
325,325,3.74,822.0,539.0,410.0,169.0,208.0
326,326,5.0,1.0,0.0,0.0,0.0,0.0
327,327,3.88,569.0,278.0,175.0,67.0,135.0
328,328,4.09,30.0,12.0,10.0,0.0,5.0
329,329,4.11,54.0,16.0,13.0,2.0,9.0
330,330,3.43,227.0,134.0,98.0,64.0,124.0
331,331,3.57,12.0,6.0,2.0,2.0,6.0
332,332,3.35,660.0,264.0,301.0,162.0,399.0
333,333,3.93,3367.0,1510.0,1148.0,469.0,594.0
334,334,4.07,14.0,8.0,1.0,1.0,3.0
335,335,4.22,138.0,50.0,26.0,9.0,14.0
336,336,4.13,70.0,30.0,10.0,7.0,10.0
337,337,2.0,0.0,0.0,0.0,1.0,0.0
338,338,3.77,559.0,212.0,135.0,77.0,180.0
339,339,3.65,1009.0,401.0,358.0,212.0,344.0
340,340,3.91,885.0,366.0,230.0,139.0,177.0
341,341,3.18,17.0,19.0,12.0,8.0,16.0
342,342,3.11,146.0,58.0,59.0,38.0,133.0
343,343,3.9,9.0,7.0,2.0,0.0,3.0
344,344,3.19,77.0,44.0,39.0,19.0,66.0
345,345,3.93,216.0,77.0,60.0,34.0,39.0
346,346,5.0,,,,,
347,347,4.32,2418.0,548.0,327.0,126.0,229.0
348,348,5.0,,,,,
349,349,3.18,4.0,1.0,1.0,3.0,2.0
350,350,3.75,780.0,431.0,317.0,147.0,217.0
351,351,4.26,735.0,295.0,134.0,55.0,54.0
352,352,3.63,181.0,112.0,75.0,43.0,66.0
353,353,4.29,2611.0,850.0,449.0,145.0,211.0
354,354,4.05,93.0,32.0,18.0,5.0,19.0
355,355,4.33,1.0,2.0,0.0,0.0,0.0
356,356,4.03,267.0,103.0,67.0,35.0,38.0
357,357,4.14,475.0,171.0,112.0,49.0,49.0
358,358,3.92,7.0,1.0,2.0,0.0,2.0
359,359,4.09,994.0,449.0,234.0,85.0,141.0
360,360,4.07,23.0,12.0,6.0,1.0,4.0
361,361,3.89,588.0,250.0,188.0,81.0,125.0
362,362,4.06,365.0,109.0,73.0,33.0,63.0
363,363,3.0,0.0,1.0,0.0,1.0,0.0
364,364,4.13,35.0,10.0,7.0,4.0,4.0
365,365,2.75,29.0,17.0,19.0,17.0,45.0
366,366,4.04,1123.0,468.0,354.0,117.0,149.0
367,367,3.25,127.0,65.0,69.0,40.0,91.0
368,368,3.77,191.0,87.0,69.0,41.0,47.0
369,369,4.03,3502.0,1523.0,1145.0,416.0,436.0
370,370,5.0,3.0,0.0,0.0,0.0,0.0
371,371,4.1,6.0,1.0,2.0,0.0,1.0
372,372,4.01,283.0,111.0,69.0,29.0,50.0
373,373,1.0,0.0,0.0,0.0,0.0,1.0
374,374,3.13,3.0,1.0,1.0,0.0,3.0
375,375,5.0,,,,,
376,376,4.24,25.0,6.0,7.0,1.0,2.0
377,377,3.92,1352.0,636.0,397.0,185.0,271.0
378,378,3.47,137.0,64.0,69.0,40.0,61.0
379,379,2.99,59.0,38.0,36.0,32.0,63.0
380,380,4.05,385.0,125.0,81.0,48.0,58.0
381,381,3.45,2936.0,1396.0,1547.0,970.0,1315.0
382,382,4.47,601.0,187.0,84.0,16.0,19.0
383,383,3.58,29.0,20.0,13.0,7.0,12.0
384,384,2.5,1.0,0.0,0.0,2.0,1.0
385,385,3.2,3.0,1.0,3.0,1.0,2.0
386,386,4.16,81.0,19.0,12.0,3.0,14.0
387,387,4.0,2.0,1.0,0.0,1.0,0.0
388,388,4.17,7.0,2.0,2.0,0.0,1.0
389,389,3.67,126.0,66.0,44.0,23.0,45.0
390,390,3.08,26.0,25.0,17.0,14.0,27.0
391,391,4.15,1511.0,479.0,275.0,115.0,207.0
392,392,3.98,777.0,367.0,241.0,112.0,115.0
393,393,2.82,7.0,3.0,6.0,2.0,10.0
394,394,3.8,2.0,2.0,0.0,0.0,1.0
395,395,3.3,2.0,2.0,4.0,1.0,1.0
396,396,4.33,91.0,28.0,15.0,2.0,8.0
397,397,3.71,7.0,3.0,4.0,1.0,2.0
398,398,4.34,500.0,152.0,86.0,26.0,30.0
399,399,3.54,7.0,11.0,4.0,2.0,4.0
400,400,3.62,884.0,343.0,331.0,184.0,327.0
401,401,3.94,3278.0,1411.0,998.0,431.0,617.0
402,402,3.59,917.0,374.0,331.0,223.0,344.0
403,403,3.95,129.0,42.0,27.0,7.0,33.0
404,404,4.21,461.0,150.0,64.0,24.0,63.0
405,405,3.67,14.0,7.0,4.0,3.0,5.0
406,406,4.35,18.0,4.0,1.0,1.0,2.0
407,407,4.07,38.0,21.0,5.0,8.0,4.0
408,408,4.36,13.0,5.0,3.0,1.0,0.0
409,409,3.32,190.0,108.0,94.0,70.0,117.0
410,410,3.98,447.0,203.0,145.0,62.0,64.0
411,411,4.06,365.0,109.0,73.0,33.0,63.0
412,412,4.23,590.0,195.0,124.0,41.0,52.0
413,413,3.68,35.0,10.0,13.0,8.0,10.0
414,414,3.0,5.0,3.0,7.0,1.0,6.0
415,415,3.0,0.0,1.0,0.0,1.0,0.0
416,416,4.06,136.0,52.0,31.0,10.0,23.0
417,417,3.49,73.0,44.0,29.0,18.0,37.0
418,418,3.84,56.0,34.0,20.0,9.0,13.0
419,419,4.5,4.0,1.0,1.0,0.0,0.0
420,420,3.74,23.0,11.0,10.0,3.0,7.0
421,421,3.54,748.0,417.0,331.0,194.0,316.0
422,422,4.0,3.0,1.0,1.0,1.0,0.0
423,423,3.51,26.0,17.0,18.0,7.0,11.0
424,424,4.19,108.0,50.0,27.0,6.0,10.0
425,425,3.42,29.0,16.0,10.0,7.0,17.0
426,426,4.08,212.0,89.0,56.0,29.0,22.0
427,427,3.5,28.0,7.0,9.0,9.0,11.0
428,428,3.88,2.0,4.0,1.0,1.0,0.0
429,429,4.23,194.0,59.0,29.0,13.0,22.0
430,430,3.0,1.0,1.0,0.0,1.0,1.0
431,431,3.93,4299.0,1527.0,1177.0,527.0,882.0
432,432,3.39,5.0,6.0,1.0,3.0,3.0
433,433,4.09,3566.0,1389.0,942.0,352.0,440.0
434,434,3.74,240.0,89.0,77.0,37.0,75.0
435,435,4.2,9.0,2.0,3.0,0.0,1.0
436,436,3.75,1.0,1.0,2.0,0.0,0.0
437,437,4.25,136.0,35.0,28.0,9.0,12.0
438,438,5.0,,,,,
439,439,4.05,340.0,129.0,106.0,35.0,44.0
440,440,3.91,381.0,180.0,110.0,68.0,69.0
441,441,3.8,360.0,132.0,116.0,55.0,94.0
442,442,3.67,89.0,26.0,31.0,14.0,31.0
443,443,3.7,395.0,177.0,135.0,64.0,133.0
444,444,3.76,390.0,198.0,130.0,65.0,116.0
445,445,3.84,938.0,384.0,292.0,136.0,232.0
446,446,3.33,1138.0,523.0,521.0,324.0,710.0
447,447,5.0,,,,,
448,448,3.0,2.0,1.0,3.0,1.0,2.0
449,449,4.29,247.0,89.0,40.0,15.0,19.0
450,450,3.75,185.0,83.0,81.0,30.0,50.0
451,451,3.12,170.0,89.0,91.0,72.0,145.0
452,452,3.93,20.0,7.0,9.0,1.0,4.0
453,453,4.24,29.0,12.0,4.0,2.0,3.0
454,454,3.67,89.0,26.0,31.0,14.0,31.0
455,455,3.92,4974.0,2091.0,1409.0,655.0,1021.0
456,456,4.08,231.0,118.0,49.0,21.0,35.0
457,457,4.12,220.0,111.0,72.0,23.0,16.0
458,458,4.01,85.0,22.0,24.0,7.0,15.0
459,459,3.95,836.0,306.0,221.0,103.0,166.0
460,460,4.86,6.0,1.0,0.0,0.0,0.0
461,461,4.41,2050.0,550.0,276.0,87.0,115.0
462,462,3.08,11.0,8.0,3.0,7.0,10.0
463,463,3.0,22.0,10.0,23.0,10.0,22.0
464,464,4.07,27.0,18.0,7.0,2.0,4.0
465,465,2.92,2.0,2.0,4.0,1.0,3.0
466,466,4.04,29.0,16.0,2.0,5.0,5.0
467,467,4.04,127.0,49.0,26.0,7.0,26.0
468,468,3.89,66.0,35.0,15.0,5.0,19.0
469,469,3.73,56.0,32.0,30.0,8.0,16.0
470,470,4.22,571.0,171.0,116.0,53.0,47.0
471,471,3.84,16.0,10.0,3.0,5.0,3.0
472,472,3.64,702.0,339.0,272.0,144.0,254.0
473,473,3.71,1095.0,597.0,464.0,222.0,328.0
474,474,3.81,356.0,111.0,103.0,59.0,90.0
475,475,4.62,27.0,4.0,1.0,1.0,1.0
476,476,2.95,72.0,47.0,59.0,36.0,85.0
477,477,3.7,149.0,56.0,57.0,20.0,50.0
478,478,3.66,3598.0,1821.0,1607.0,808.0,1137.0
479,479,4.09,59.0,16.0,10.0,5.0,10.0
480,480,4.14,29.0,9.0,8.0,1.0,4.0
481,481,5.0,,,,,
482,482,2.67,1.0,0.0,0.0,1.0,1.0
483,483,3.62,732.0,322.0,264.0,147.0,277.0
484,484,3.39,584.0,289.0,276.0,149.0,334.0
485,485,3.23,25.0,9.0,8.0,11.0,16.0
486,486,3.44,248.0,153.0,135.0,67.0,131.0
487,487,5.0,,,,,
488,488,2.61,3.0,2.0,5.0,1.0,7.0
489,489,3.15,20.0,17.0,9.0,6.0,20.0
490,490,3.8,28.0,11.0,12.0,2.0,8.0
491,491,3.95,230.0,87.0,60.0,25.0,47.0
492,492,3.56,364.0,140.0,157.0,92.0,140.0
493,493,4.1,212.0,61.0,38.0,20.0,33.0
494,494,3.93,333.0,114.0,97.0,39.0,68.0
495,495,3.61,183.0,80.0,63.0,42.0,69.0
496,496,3.28,10.0,11.0,8.0,2.0,9.0
497,497,3.6,10.0,4.0,5.0,3.0,3.0
498,498,3.35,2998.0,1514.0,1827.0,1136.0,1600.0
499,499,4.29,1245.0,418.0,247.0,68.0,90.0
500,500,3.39,1046.0,453.0,522.0,289.0,567.0
501,501,3.88,555.0,182.0,172.0,81.0,119.0
502,502,4.16,1201.0,398.0,241.0,94.0,148.0
503,503,4.28,84.0,19.0,22.0,2.0,7.0
504,504,4.02,1383.0,591.0,342.0,153.0,225.0
505,505,4.36,13.0,5.0,3.0,1.0,0.0
506,506,4.08,295.0,113.0,65.0,27.0,45.0
507,507,3.9,49.0,16.0,14.0,9.0,9.0
508,508,3.61,740.0,405.0,345.0,164.0,272.0
509,509,3.59,469.0,286.0,252.0,94.0,184.0
510,510,3.81,5065.0,2342.0,1964.0,890.0,1147.0
511,511,3.9,387.0,168.0,120.0,65.0,73.0
512,512,4.0,3.0,0.0,3.0,0.0,0.0
513,513,4.03,445.0,159.0,103.0,45.0,75.0
514,514,3.25,127.0,65.0,69.0,40.0,91.0
515,515,3.62,189.0,89.0,74.0,41.0,69.0
516,516,3.95,4487.0,1955.0,1532.0,658.0,705.0
517,517,4.17,1141.0,329.0,212.0,88.0,140.0
518,518,3.33,0.0,2.0,0.0,1.0,0.0
519,519,3.33,0.0,2.0,0.0,1.0,0.0
520,520,2.0,0.0,0.0,1.0,0.0,1.0
521,521,3.88,5.0,1.0,0.0,0.0,2.0
522,522,3.41,8.0,8.0,4.0,1.0,6.0
523,523,4.1,5.0,3.0,1.0,0.0,1.0
524,524,4.08,38.0,6.0,8.0,2.0,7.0
525,525,3.78,127.0,47.0,58.0,20.0,30.0
526,526,4.33,28.0,13.0,5.0,2.0,1.0
527,527,3.57,27.0,15.0,6.0,7.0,12.0
528,528,4.47,1253.0,351.0,139.0,42.0,53.0
529,529,3.46,239.0,71.0,85.0,56.0,115.0
530,530,4.06,20.0,6.0,5.0,2.0,3.0
531,531,4.16,28.0,4.0,9.0,0.0,4.0
532,532,2.67,1.0,4.0,2.0,0.0,5.0
533,533,3.37,1813.0,1162.0,1071.0,609.0,1030.0
534,534,3.55,47.0,21.0,20.0,15.0,17.0
535,535,3.32,181.0,83.0,77.0,58.0,111.0
536,536,4.08,960.0,346.0,285.0,97.0,111.0
537,537,4.06,2301.0,939.0,572.0,248.0,318.0
538,538,3.89,361.0,137.0,117.0,53.0,72.0
539,539,4.63,5.0,3.0,0.0,0.0,0.0
540,540,3.38,16.0,6.0,7.0,4.0,9.0
541,541,4.14,1950.0,776.0,428.0,184.0,222.0
542,542,3.8,7.0,3.0,2.0,1.0,2.0
543,543,4.27,528.0,197.0,105.0,32.0,39.0
544,544,3.7,211.0,107.0,89.0,39.0,65.0
545,545,4.34,460.0,128.0,71.0,34.0,26.0
546,546,4.03,3030.0,1257.0,884.0,326.0,432.0
547,547,3.41,1964.0,1029.0,1167.0,684.0,937.0
548,548,4.23,2638.0,851.0,473.0,213.0,246.0
549,549,3.54,24.0,10.0,5.0,9.0,9.0
550,550,3.12,5.0,6.0,5.0,5.0,4.0
551,551,3.67,9.0,8.0,5.0,2.0,3.0
552,552,4.37,367.0,122.0,50.0,15.0,24.0
553,553,4.33,2.0,0.0,1.0,0.0,0.0
554,554,4.01,283.0,111.0,69.0,29.0,50.0
555,555,5.0,,,,,
556,556,3.56,29.0,10.0,15.0,6.0,11.0
557,557,3.96,46.0,24.0,14.0,6.0,8.0
558,558,4.25,3.0,0.0,0.0,1.0,0.0
559,559,3.51,270.0,138.0,157.0,64.0,118.0
560,560,4.74,40.0,3.0,3.0,1.0,0.0
561,561,3.61,91.0,57.0,28.0,17.0,40.0
562,562,3.88,3029.0,1251.0,982.0,455.0,643.0
563,563,3.73,3624.0,1733.0,1531.0,761.0,960.0
564,564,3.53,1328.0,706.0,611.0,377.0,550.0
565,565,4.34,1891.0,631.0,367.0,99.0,91.0
566,566,4.4,7.0,2.0,0.0,0.0,1.0
567,567,3.67,7.0,3.0,5.0,1.0,2.0
568,568,4.0,5.0,5.0,1.0,2.0,0.0
569,569,4.38,654.0,178.0,94.0,32.0,38.0
570,570,2.25,0.0,0.0,2.0,1.0,1.0
571,571,4.29,19.0,5.0,5.0,1.0,1.0
572,572,4.11,252.0,76.0,55.0,19.0,37.0
573,573,3.9,10.0,5.0,2.0,2.0,2.0
574,574,4.41,177.0,58.0,28.0,6.0,8.0
575,575,3.74,63.0,33.0,23.0,11.0,19.0
576,576,4.0,1.0,2.0,1.0,0.0,0.0
577,577,2.88,18.0,11.0,21.0,7.0,25.0
578,578,3.29,15.0,8.0,12.0,4.0,10.0
579,579,3.26,171.0,92.0,91.0,58.0,119.0
580,580,3.18,4.0,1.0,1.0,3.0,2.0
581,581,3.77,191.0,87.0,69.0,41.0,47.0
582,582,3.65,381.0,145.0,144.0,83.0,125.0
583,583,3.88,33.0,15.0,10.0,2.0,9.0
584,584,4.34,1032.0,341.0,185.0,57.0,54.0
585,585,3.67,184.0,85.0,85.0,42.0,54.0
586,586,3.34,33.0,17.0,15.0,9.0,21.0
587,587,4.01,141.0,55.0,32.0,20.0,22.0
588,588,3.13,11.0,11.0,7.0,5.0,11.0
589,589,3.33,1.0,1.0,0.0,0.0,1.0
590,590,4.05,339.0,114.0,70.0,34.0,57.0
591,591,4.07,411.0,158.0,102.0,56.0,48.0
592,592,3.32,11.0,3.0,3.0,6.0,5.0
593,593,3.94,1228.0,552.0,394.0,165.0,218.0
594,594,3.77,173.0,87.0,68.0,31.0,45.0
595,595,3.8,22.0,9.0,6.0,2.0,7.0
596,596,4.02,639.0,288.0,173.0,72.0,97.0
597,597,5.0,,,,,
598,598,3.81,163.0,63.0,48.0,21.0,46.0
599,599,4.15,16.0,5.0,3.0,0.0,3.0
600,600,3.97,486.0,239.0,161.0,49.0,85.0
601,601,3.69,12.0,5.0,6.0,3.0,3.0
602,602,3.0,14.0,3.0,10.0,5.0,13.0
603,603,4.24,147.0,57.0,26.0,11.0,13.0
604,604,3.94,583.0,189.0,153.0,80.0,111.0
605,605,4.07,1184.0,545.0,329.0,116.0,154.0
606,606,4.03,15.0,8.0,3.0,4.0,1.0
607,607,4.4,57.0,16.0,6.0,4.0,3.0
608,608,3.42,2679.0,1403.0,1317.0,793.0,1404.0
609,609,4.0,716.0,272.0,155.0,75.0,137.0
610,610,4.05,410.0,160.0,113.0,44.0,57.0
611,611,3.28,570.0,245.0,276.0,190.0,368.0
612,612,3.83,3.0,1.0,1.0,0.0,1.0
613,613,3.47,13.0,7.0,4.0,3.0,7.0
614,614,3.21,14.0,13.0,4.0,3.0,14.0
615,615,3.38,3.0,2.0,0.0,1.0,2.0
616,616,3.91,453.0,198.0,124.0,78.0,87.0
617,617,4.28,973.0,300.0,187.0,58.0,76.0
618,618,5.0,,,,,
619,619,4.23,39.0,10.0,5.0,4.0,4.0
620,620,3.33,1.0,1.0,0.0,0.0,1.0
621,621,3.53,125.0,47.0,47.0,29.0,54.0
622,622,4.3,523.0,147.0,87.0,32.0,41.0
623,623,3.5,0.0,1.0,1.0,0.0,0.0
624,624,4.07,18.0,4.0,4.0,0.0,4.0
625,625,3.37,378.0,116.0,117.0,102.0,215.0
626,626,3.68,67.0,26.0,26.0,18.0,18.0
627,627,3.88,59.0,27.0,14.0,6.0,16.0
628,628,4.15,1375.0,544.0,332.0,122.0,141.0
629,629,3.48,892.0,491.0,456.0,247.0,418.0
630,630,3.74,2620.0,1456.0,1235.0,515.0,683.0
631,631,4.1,845.0,294.0,179.0,72.0,122.0
632,632,3.69,5.0,2.0,4.0,1.0,1.0
633,633,3.54,5.0,3.0,1.0,2.0,2.0
634,634,5.0,,,,,
635,635,3.5,4.0,1.0,0.0,1.0,2.0
636,636,4.57,16.0,4.0,3.0,0.0,0.0
637,637,4.28,597.0,164.0,84.0,25.0,66.0
638,638,3.29,15.0,8.0,12.0,4.0,10.0
639,639,3.17,1.0,1.0,3.0,0.0,1.0
640,640,4.5,3.0,0.0,1.0,0.0,0.0
641,641,3.63,35.0,25.0,7.0,13.0,12.0
642,642,3.83,557.0,216.0,174.0,83.0,139.0
643,643,4.0,5.0,3.0,2.0,0.0,1.0
644,644,4.0,3.0,0.0,1.0,1.0,0.0
645,645,2.0,0.0,1.0,0.0,0.0,2.0
646,646,3.83,615.0,357.0,248.0,92.0,146.0
647,647,3.93,284.0,107.0,78.0,43.0,54.0
648,648,3.8,4.0,4.0,0.0,0.0,2.0
649,649,4.16,82.0,27.0,10.0,7.0,12.0
650,650,3.97,317.0,100.0,66.0,44.0,61.0
651,651,3.6,500.0,218.0,171.0,110.0,194.0
652,652,3.06,18.0,10.0,13.0,6.0,18.0
653,653,3.41,11.0,5.0,3.0,0.0,8.0
654,654,3.76,3689.0,1502.0,1160.0,592.0,1086.0
655,655,3.2,3.0,1.0,3.0,1.0,2.0
656,656,3.43,9.0,4.0,2.0,4.0,4.0
657,657,3.55,303.0,154.0,134.0,81.0,121.0
658,658,3.82,88.0,30.0,22.0,11.0,25.0
659,659,4.16,385.0,119.0,84.0,28.0,47.0
660,660,3.72,19.0,12.0,6.0,4.0,6.0
661,661,2.79,5.0,1.0,0.0,2.0,6.0
662,662,3.91,50.0,20.0,15.0,7.0,10.0
663,663,4.08,302.0,108.0,58.0,35.0,43.0
664,664,3.47,213.0,89.0,81.0,44.0,109.0
665,665,3.63,1097.0,482.0,430.0,227.0,397.0
666,666,4.19,35.0,7.0,4.0,3.0,5.0
667,667,4.0,1.0,0.0,1.0,0.0,0.0
668,668,2.79,4.0,4.0,2.0,2.0,7.0
669,669,4.25,12.0,4.0,2.0,1.0,1.0
670,670,5.0,,,,,
671,671,3.51,17.0,10.0,6.0,8.0,6.0
672,672,2.0,0.0,0.0,0.0,2.0,0.0
673,673,3.85,188.0,75.0,64.0,29.0,42.0
674,674,4.09,299.0,105.0,63.0,25.0,46.0
675,675,4.53,32.0,6.0,3.0,0.0,2.0
676,676,5.0,1.0,0.0,0.0,0.0,0.0
677,677,3.75,97.0,35.0,38.0,16.0,27.0
678,678,3.54,748.0,417.0,331.0,194.0,316.0
679,679,3.69,5.0,2.0,4.0,1.0,1.0
680,680,3.8,23.0,9.0,8.0,5.0,5.0
681,681,3.08,26.0,25.0,17.0,14.0,27.0
682,682,3.91,1506.0,654.0,417.0,217.0,307.0
683,683,3.57,27.0,15.0,6.0,7.0,12.0
684,684,3.67,9.0,8.0,5.0,2.0,3.0
685,685,3.08,213.0,133.0,133.0,97.0,201.0
686,686,3.01,373.0,194.0,213.0,152.0,390.0
687,687,3.39,584.0,289.0,276.0,149.0,334.0
688,688,4.09,1222.0,492.0,345.0,117.0,148.0
689,689,3.5,4.0,1.0,0.0,1.0,2.0
690,690,3.67,237.0,129.0,84.0,59.0,76.0
691,691,3.95,304.0,112.0,86.0,36.0,58.0
692,692,2.93,863.0,469.0,621.0,510.0,958.0
693,693,2.9,16.0,8.0,13.0,4.0,21.0
694,694,3.91,22.0,9.0,4.0,2.0,6.0
695,695,3.34,669.0,302.0,328.0,196.0,402.0
696,696,3.47,22.0,9.0,6.0,9.0,9.0
697,697,3.34,80.0,44.0,57.0,23.0,48.0
698,698,2.67,1.0,0.0,0.0,1.0,1.0
699,699,3.47,145.0,67.0,54.0,44.0,68.0
700,700,3.74,23.0,11.0,10.0,3.0,7.0
701,701,2.79,4.0,4.0,2.0,2.0,7.0
702,702,3.28,44.0,29.0,21.0,17.0,30.0
703,703,3.25,431.0,195.0,205.0,146.0,299.0
704,704,3.67,5.0,3.0,1.0,1.0,2.0
705,705,3.1,4.0,5.0,5.0,3.0,4.0
706,706,3.75,660.0,322.0,231.0,119.0,188.0
707,707,3.49,21.0,11.0,6.0,8.0,9.0
708,708,4.35,2091.0,612.0,336.0,109.0,131.0
709,709,3.68,16.0,8.0,7.0,5.0,4.0
710,710,3.96,135.0,37.0,32.0,17.0,26.0
711,711,4.09,76.0,37.0,19.0,10.0,8.0
712,712,4.38,6.0,1.0,0.0,0.0,1.0
713,713,4.23,20.0,16.0,7.0,0.0,1.0
714,714,3.37,86.0,40.0,37.0,26.0,49.0
715,715,3.8,5.0,1.0,2.0,1.0,1.0
716,716,3.47,342.0,113.0,143.0,68.0,169.0
717,717,4.02,439.0,171.0,102.0,60.0,68.0
718,718,4.18,81.0,26.0,22.0,6.0,7.0
719,719,3.49,55.0,33.0,25.0,15.0,26.0
720,720,3.87,90.0,38.0,24.0,12.0,22.0
721,721,3.64,1342.0,691.0,618.0,301.0,445.0
722,722,3.75,226.0,106.0,65.0,41.0,68.0
723,723,3.39,440.0,207.0,233.0,139.0,229.0
724,724,3.61,981.0,434.0,368.0,220.0,363.0
725,725,3.09,5.0,5.0,4.0,3.0,5.0
726,726,4.13,82.0,28.0,15.0,5.0,13.0
727,727,3.42,144.0,57.0,60.0,35.0,77.0
728,728,3.81,77.0,31.0,28.0,10.0,20.0
729,729,4.19,50.0,14.0,6.0,4.0,7.0
730,730,3.13,268.0,132.0,169.0,129.0,210.0
731,731,3.56,1417.0,804.0,786.0,411.0,511.0
732,732,5.0,,,,,
733,733,3.7,133.0,45.0,52.0,29.0,37.0
734,734,3.7,11.0,4.0,6.0,5.0,1.0
735,735,3.68,358.0,169.0,147.0,64.0,118.0
736,736,3.95,30.0,17.0,10.0,1.0,7.0
737,737,4.1,2616.0,1011.0,657.0,284.0,306.0
738,738,3.59,515.0,265.0,238.0,115.0,196.0
739,739,2.57,1.0,1.0,2.0,0.0,3.0
740,740,3.61,2246.0,1221.0,1098.0,506.0,820.0
741,741,3.86,1009.0,399.0,300.0,143.0,241.0
742,742,3.66,624.0,262.0,246.0,122.0,213.0
743,743,3.87,1223.0,644.0,419.0,178.0,267.0
744,744,4.75,3.0,1.0,0.0,0.0,0.0
745,745,4.13,705.0,296.0,162.0,79.0,70.0
746,746,5.0,,,,,
747,747,3.8,35.0,12.0,12.0,10.0,6.0
748,748,3.97,16.0,5.0,5.0,0.0,4.0
749,749,4.26,18.0,4.0,2.0,0.0,3.0
750,750,3.32,243.0,122.0,142.0,99.0,137.0
751,751,3.95,30.0,17.0,10.0,1.0,7.0
752,752,4.0,2.0,1.0,0.0,1.0,0.0
753,753,3.78,1334.0,459.0,339.0,201.0,396.0
754,754,3.96,86.0,26.0,28.0,8.0,16.0
755,755,4.14,304.0,122.0,68.0,23.0,38.0
756,756,3.6,308.0,146.0,130.0,55.0,124.0
757,757,4.05,754.0,329.0,219.0,73.0,104.0
758,758,4.67,4.0,2.0,0.0,0.0,0.0
759,759,4.83,5.0,1.0,0.0,0.0,0.0
760,760,2.92,9.0,0.0,4.0,2.0,9.0
761,761,3.0,5.0,3.0,7.0,1.0,6.0
762,762,3.4,96.0,44.0,37.0,23.0,55.0
763,763,3.86,63.0,16.0,16.0,6.0,17.0
764,764,3.84,27.0,6.0,8.0,3.0,7.0
765,765,3.41,35.0,19.0,22.0,14.0,16.0
766,766,3.92,8.0,11.0,4.0,0.0,2.0
767,767,3.66,461.0,218.0,170.0,94.0,160.0
768,768,2.98,36.0,9.0,17.0,9.0,37.0
769,769,2.67,1.0,4.0,2.0,0.0,5.0
770,770,3.47,11.0,6.0,5.0,7.0,3.0
771,771,4.34,1974.0,581.0,275.0,91.0,154.0
772,772,3.75,97.0,35.0,38.0,16.0,27.0
773,773,3.74,252.0,117.0,95.0,46.0,72.0
774,774,5.0,,,,,
