,index,units_sold,매출
633,633,100,1100.0
634,634,10,56.5
635,635,50,188.0
636,636,100,700.0
637,637,10000,46700.0
638,638,100,1100.0
639,639,100,280.0
640,640,10,160.0
641,641,100,900.0
642,642,5000,35000.0
643,643,100,1600.0
644,644,50,450.0
645,645,100,300.0
646,646,5000,30000.0
647,647,1000,12000.0
648,648,100,600.0
649,649,1000,13000.0
650,650,5000,45000.0
651,651,20000,180000.0
652,652,100,500.0
653,653,100,1600.0
654,654,20000,220000.0
655,655,100,200.0
656,656,100,800.0
657,657,10000,70000.0
658,658,1000,14000.0
659,659,5000,60000.0
660,660,100,700.0
661,661,100,800.0
662,662,1000,8000.0
663,663,1000,14000.0
664,664,5000,30000.0
665,665,20000,220000.0
666,666,1000,8000.0
667,667,10,140.0
668,668,100,500.0
669,669,100,1100.0
670,670,3,14.430000000000001
671,671,100,900.0
672,672,10,110.0
673,673,1000,12000.0
674,674,1000,6000.0
675,675,100,387.0
676,676,50,250.0
677,677,1000,11000.0
678,678,10000,80000.0
679,679,100,500.0
680,680,100,1400.0
681,681,1000,3000.0
682,682,10000,90000.0
683,683,100,383.0
684,684,100,600.0
685,685,5000,45000.0
686,686,10000,120000.0
687,687,5000,35000.0
688,688,10000,110000.0
689,689,50,188.0
690,690,1000,11000.0
691,691,1000,11000.0
692,692,20000,260000.0
693,693,100,577.0
694,694,100,500.0
695,695,5000,55000.0
696,696,100,600.0
697,697,1000,5000.0
698,698,50,300.0
699,699,1000,8000.0
700,700,1000,11000.0
701,701,100,500.0
702,702,1000,7000.0
703,703,10000,120000.0
704,704,100,200.0
705,705,100,400.0
706,706,10000,110000.0
707,707,100,1300.0
708,708,10000,60000.0
709,709,100,1200.0
710,710,5000,60000.0
711,711,100,1400.0
712,712,100,1100.0
713,713,100,1400.0
714,714,1000,9000.0
715,715,100,1100.0
716,716,5000,18500.0
717,717,10000,90000.0
718,718,1000,3850.0
719,719,1000,8000.0
720,720,1000,14000.0
721,721,20000,220000.0
722,722,5000,30000.0
723,723,5000,40000.0
724,724,10000,57400.0
725,725,100,1100.0
726,726,1000,2000.0
727,727,1000,8000.0
728,728,1000,8000.0
729,729,1000,2000.0
730,730,5000,55000.0
731,731,20000,220000.0
732,732,10,80.0
733,733,5000,25000.0
734,734,100,900.0
735,735,5000,45000.0
736,736,100,700.0
737,737,20000,180000.0
738,738,5000,55000.0
739,739,100,200.0
740,740,20000,280000.0
741,741,10000,70000.0
742,742,10000,80000.0
743,743,10000,130000.0
744,744,50,600.0
745,745,10000,80000.0
746,746,8,64.0
747,747,1000,11000.0
748,748,100,500.0
749,749,100,575.0
750,750,5000,40000.0
751,751,100,700.0
752,752,50,300.0
753,753,20000,220000.0
754,754,1000,5650.0
755,755,5000,40000.0
756,756,5000,25000.0
757,757,10000,110000.0
758,758,100,4900.0
759,759,100,500.0
760,760,100,466.0
761,761,100,700.0
762,762,1000,19000.0
763,763,100,2300.0
764,764,100,900.0
765,765,1000,6000.0
766,766,100,1400.0
767,767,20000,440000.0
768,768,1000,8000.0
769,769,100,266.0
770,770,100,200.0
771,771,10000,160000.0
772,772,1000,11000.0
773,773,1000,14000.0
774,774,2,32.0
775,775,1000,8000.0
776,776,5000,45000.0
777,777,100,1400.0
778,778,10000,110000.0
779,779,1000,15000.0
780,780,50,200.0
781,781,10,57.5
782,782,1000,9000.0
783,783,1000,6000.0
784,784,10000,80000.0
785,785,1000,5730.0
786,786,20000,160000.0
787,787,1000,11000.0
788,788,50,400.0
789,789,10,70.0
790,790,50000,200000.0
791,791,100,1300.0
792,792,1000,12000.0
793,793,10000,90000.0
794,794,5000,28900.0
795,795,1000,5860.0
796,796,10000,90000.0
797,797,1000,3870.0
798,798,1000,9000.0
799,799,100,574.0
800,800,10000,90000.0
801,801,7,56.0
802,802,100,368.0
803,803,1000,4860.0
804,804,100,1100.0
805,805,50,600.0
806,806,1000,15000.0
807,807,1000,3910.0
808,808,100,1100.0
809,809,100,1100.0
810,810,10000,80000.0
811,811,10000,80000.0
812,812,10000,140000.0
813,813,50,350.0
814,814,100,600.0
815,815,1000,6000.0
816,816,100,1200.0
817,817,50,450.0
818,818,100,388.0
819,819,20000,160000.0
820,820,1000,12000.0
821,821,1000,5650.0
822,822,1000,11000.0
823,823,1000,12000.0
824,824,10000,57400.0
825,825,100,900.0
826,826,5000,40000.0
827,827,1000,8000.0
828,828,5000,28950.0
829,829,10000,80000.0
830,830,100,279.0
831,831,100,900.0
832,832,100,1300.0
833,833,20000,160000.0
834,834,1000,5650.0
835,835,1000,4860.0
836,836,1000,6000.0
837,837,1000,6000.0
838,838,1000,8000.0
839,839,5000,55000.0
840,840,10000,90000.0
841,841,1000,8000.0
842,842,20000,240000.0
843,843,1000,14000.0
844,844,100,800.0
845,845,1000,8000.0
846,846,100,800.0
847,847,5000,35000.0
848,848,5000,35000.0
849,849,1000,16000.0
850,850,1000,11000.0
851,851,1000,9000.0
852,852,5000,25000.0
853,853,1000,16000.0
854,854,1000,7000.0
855,855,5000,45000.0
856,856,100,176.0
857,857,5000,25000.0
858,858,1000,8000.0
859,859,5000,23450.000000000004
860,860,1000,8000.0
861,861,100,600.0
862,862,10,60.0
863,863,1000,6000.0
864,864,50,232.50000000000003
865,865,10,26.7
866,866,100,1100.0
867,867,100,500.0
868,868,1000,11000.0
869,869,20000,140000.0
870,870,1000,12000.0
871,871,1000,1720.0
872,872,100,172.0
873,873,10000,80000.0
874,874,1000,5800.0
875,875,50000,350000.0
876,876,100,366.0
877,877,5000,19150.0
878,878,10000,130000.0
879,879,5000,30000.0
880,880,100,1500.0
881,881,100,800.0
882,882,50,85.5
883,883,10000,120000.0
884,884,50,1000.0
885,885,1000,9000.0
886,886,1000,2000.0
887,887,100,500.0
888,888,10000,90000.0
889,889,100,1100.0
890,890,1000,16000.0
891,891,5000,35000.0
892,892,10000,70000.0
893,893,50000,400000.0
894,894,100,800.0
895,895,10000,80000.0
896,896,100,300.0
897,897,1000,8000.0
898,898,5000,30000.0
899,899,100,900.0
900,900,100,1100.0
901,901,1000,13000.0
902,902,5000,55000.0
903,903,1000,7000.0
904,904,10,90.0
905,905,100,800.0
906,906,1000,8000.0
907,907,5000,30000.0
908,908,100,1400.0
909,909,100,1300.0
910,910,1000,13000.0
911,911,5000,25000.0
912,912,100,369.0
913,913,1000,3850.0
914,914,100,1100.0
915,915,1000,2000.0
916,916,100,800.0
917,917,10,70.0
918,918,1000,11000.0
919,919,5000,55000.0
920,920,10000,27000.0
921,921,5000,29150.0
922,922,20000,220000.0
923,923,100,1200.0
924,924,100,566.0
925,925,100,1600.0
926,926,1000,3670.0
927,927,100,1200.0
928,928,100,271.0
929,929,100,573.0
930,930,10000,80000.0
931,931,100,900.0
932,932,100,1400.0
933,933,100,366.0
934,934,100,600.0
935,935,1000,12000.0
936,936,5000,45000.0
937,937,100,1300.0
938,938,50,150.0
939,939,1000,9000.0
940,940,1000,11000.0
941,941,100,1100.0
942,942,100,1100.0
943,943,10000,90000.0
944,944,1000,7000.0
945,945,100,373.0
946,946,50,400.0
947,947,100,381.0
948,948,10000,60000.0
949,949,1000,12000.0
950,950,100,600.0
951,951,10000,60000.0
952,952,50000,450000.0
953,953,50,650.0
954,954,10000,110000.0
955,955,1000,3900.0
956,956,100,800.0
957,957,50000,300000.0
958,958,5000,30000.0
959,959,50,400.0
960,960,1000,4680.0
961,961,1000,8000.0
962,962,20000,160000.0
963,963,1000,8000.0
964,964,100,700.0
965,965,10000,70000.0
966,966,1000,7000.0
967,967,1000,5650.0
968,968,1000,9000.0
969,969,10000,80000.0
970,970,1000,12000.0
971,971,1000,5000.0
972,972,1000,3840.0
973,973,10000,80000.0
974,974,1000,12000.0
975,975,100,579.0
976,976,10,70.0
977,977,1000,3000.0
978,978,1000,13000.0
979,979,10000,80000.0
980,980,100,800.0
981,981,100,900.0
982,982,1000,9000.0
983,983,1000,4900.0
984,984,1000,8000.0
985,985,50,1250.0
986,986,100,200.0
987,987,1000,9000.0
988,988,100,1100.0
989,989,1000,12000.0
990,990,10000,90000.0
991,991,10,70.0
992,992,100,800.0
993,993,1000,8000.0
994,994,5000,75000.0
995,995,5000,70000.0
996,996,20000,260000.0
997,997,50,241.5
998,998,100,600.0
999,999,100,1300.0
1000,1000,5000,55000.0
1001,1001,1000,8000.0
1002,1002,1000,7000.0
1003,1003,100,900.0
1004,1004,5000,10000.0
1005,1005,10000,80000.0
1006,1006,1000,8000.0
1007,1007,5000,40000.0
1008,1008,5000,90000.0
1009,1009,20000,220000.0
1010,1010,20000,220000.0
1011,1011,10000,40000.0
1012,1012,10000,80000.0
1013,1013,5000,40000.0
1014,1014,1000,6000.0
1015,1015,20000,117400.0
1016,1016,100,265.0
1017,1017,20000,140000.0
1018,1018,100000,700000.0
1019,1019,5000,70000.0
1020,1020,20000,380000.0
1021,1021,5000,40000.0
1022,1022,5000,35000.0
1023,1023,10000,80000.0
1024,1024,1000,8000.0
1025,1025,1000,1700.0
1026,1026,100,1200.0
1027,1027,5000,30000.0
1028,1028,50000,550000.0
1029,1029,100,500.0
1030,1030,100,900.0
1031,1031,1000,15000.0
1032,1032,1000,5000.0
1033,1033,100,1500.0
1034,1034,1000,11000.0
1035,1035,100,1400.0
1036,1036,5000,80000.0
1037,1037,20000,120000.0
1038,1038,1000,13000.0
1039,1039,100,386.0
1040,1040,10000,37400.0
1041,1041,100,700.0
1042,1042,1000,12000.0
1043,1043,100,800.0
1044,1044,100,1200.0
1045,1045,100,700.0
1046,1046,1000,8000.0
1047,1047,1000,6000.0
1048,1048,100,400.0
1049,1049,5000,45000.0
1050,1050,100,300.0
1051,1051,100,1600.0
1052,1052,1000,5840.0
1053,1053,100,1100.0
1054,1054,100,200.0
1055,1055,1000,8000.0
1056,1056,5000,35000.0
1057,1057,5000,10000.0
1058,1058,1000,8000.0
1059,1059,1000,11000.0
1060,1060,100,500.0
1061,1061,10000,60000.0
1062,1062,5000,60000.0
1063,1063,100,600.0
1064,1064,5000,55000.0
1065,1065,1000,8000.0
1066,1066,100,200.0
1067,1067,20000,113200.0
1068,1068,100,394.0
1069,1069,1000,14000.0
1070,1070,5000,45000.0
1071,1071,100,400.0
1072,1072,100,1100.0
1073,1073,100,700.0
1074,1074,1000,2000.0
1075,1075,20000,78400.0
1076,1076,10000,80000.0
1077,1077,1000,16000.0
1078,1078,1000,8000.0
1079,1079,100,300.0
1080,1080,100,800.0
1081,1081,100,1100.0
1082,1082,10000,110000.0
1083,1083,100,1200.0
1084,1084,100,1600.0
1085,1085,100,1400.0
1086,1086,100,300.0
1087,1087,100,386.0
1088,1088,1000,5820.0
1089,1089,50,400.0
1090,1090,100,1100.0
1091,1091,5000,55000.0
1092,1092,1000,1860.0
1093,1093,100,388.0
1094,1094,50,400.0
1095,1095,10,37.1
1096,1096,100,1100.0
1097,1097,1000,5000.0
1098,1098,100,1100.0
1099,1099,1000,11000.0
1100,1100,1000,13000.0
1101,1101,10000,80000.0
1102,1102,10000,130000.0
1103,1103,100,583.0
1104,1104,100,800.0
1105,1105,50,140.5
1106,1106,10000,20000.0
1107,1107,100,584.0
1108,1108,50,800.0
1109,1109,100,700.0
1110,1110,5000,30000.0
1111,1111,1000,9000.0
1112,1112,100,266.0
1113,1113,1000,6000.0
1114,1114,100,1600.0
1115,1115,1000,8000.0
1116,1116,20000,116000.0
